id,word,품사,뜻,예문,카테고리,추가 카테고리,소분류,레벨,뜻 번호
designer,designer,명사,디자이너,She is a designer.,직업,,예술·방송,3,1
athlete,athlete,명사,운동선수,He is an athlete.,직업,,운동,3,1
soccer-player,soccer player,명사,축구 선수,He is a soccer player.,직업,,운동,2,1
baseball-player,baseball player,명사,야구 선수,He is a baseball player.,직업,,운동,2,1
office-worker,office worker,명사,회사원,My dad is an office worker.,직업,,안전·생활,3,1
metal,metal,명사,금속,The spoon is metal.,재료,,,3,1
plastic,plastic,명사,플라스틱,The bottle is plastic.,재료,환경,,2,1
fabric,fabric,명사,"천, 직물",The fabric is soft.,재료,,,4,1
cloth,cloth,명사,천,I wipe it with a cloth.,재료,,,3,1
rubber,rubber,명사,고무,The ball is rubber.,재료,,,3,1
clay,clay,명사,찰흙,I make a cup with clay.,재료,,,2,1
cotton,cotton,명사,"면, 목화",The shirt is cotton.,재료,,,3,1
wool,wool,명사,"양털, 털실",The sweater is wool.,재료,,,3,1
leather,leather,명사,가죽,The bag is leather.,재료,,,3,1
solid,solid,명사,고체,Ice is a solid.,과학,,,4,1
liquid,liquid,명사,액체,Water is a liquid.,과학,,,4,1
material,material,명사,"재료, 물질",What is this material?,과학,,,4,1
heat,heat,명사,"열, 더위",I feel the heat.,과학,,,3,1
force,force,명사,힘,Force moves things.,과학,,,4,1
energy,energy,명사,에너지,The sun gives us energy.,과학,환경,,3,1
magnet,magnet,명사,자석,A magnet pulls a nail.,과학,,,3,1
electricity,electricity,명사,전기,A lamp uses electricity.,과학,,,3,1
boil,boil,동사,끓이다,Boil the water.,과학,,,3,1
float,float,동사,뜨다,The boat floats.,과학,,,3,1
dissolve,dissolve,동사,"녹다, 녹이다",Sugar dissolves in water.,과학,,,4,1
living-thing,living thing,명사,생물,A plant is a living thing.,과학,,,4,1
habitat,habitat,명사,서식지,The forest is the bird's habitat.,과학,,,4,1
environment,environment,명사,환경,We protect the environment.,과학,환경,,4,1
trash,trash,명사,쓰레기,Put the trash in the bin.,환경,,,2,1
garbage,garbage,명사,쓰레기,Take out the garbage.,환경,,,3,1
recycle,recycle,동사,재활용하다,We recycle paper.,환경,,,3,1
reuse,reuse,동사,다시 쓰다,Reuse the bag.,환경,,,4,1
reduce,reduce,동사,줄이다,Reduce trash.,환경,,,4,1
protect,protect,동사,보호하다,We protect nature.,환경,,,3,1
pollution,pollution,명사,오염,Air pollution is bad.,환경,,,4,1
title,title,명사,제목,What is the title?,독해/이야기,,,3,1
author,author,명사,"저자, 작가",Who is the author?,독해/이야기,,,3,1
illustrator,illustrator,명사,삽화가,The illustrator draws the pictures.,독해/이야기,,,4,1
character,character,명사,등장인물,Who is the main character?,독해/이야기,,,3,1
setting,setting,명사,배경,The setting is a forest.,독해/이야기,,,4,1
beginning,beginning,명사,"시작, 처음",The beginning is fun.,독해/이야기,,,3,1
solution,solution,명사,해결책,Find a solution.,독해/이야기,,,4,1
event,event,명사,"사건, 행사",What is the main event?,독해/이야기,,,3,1
chapter,chapter,명사,(책의) 장,Read chapter one.,독해/이야기,,,3,1
predict,predict,동사,예측하다,Predict what happens next.,독해/이야기,,,4,1
imagine,imagine,동사,상상하다,Imagine a big castle.,독해/이야기,,,3,1
finally,finally,부사,"마침내, 드디어","Finally, we arrive.",독해/이야기,,,3,1
bat-2,bat,명사,박쥐,A bat flies at night.,동물,,야생 동물,2,2
watch-2,watch,명사,손목시계,I have a new watch.,사물,,,1,2
free-2,free,형용사,무료의,The book is free.,쇼핑,,값,2,2
open-2,open,형용사,"열려 있는, 영업 중인",The store is open.,쇼핑,,가게 상태,2,2
change-2,change,명사,거스름돈,Here is your change.,돈,,돈 종류,3,2
mouse-2,mouse,명사,(컴퓨터) 마우스,Click with the mouse.,과학기술,,기기,2,2
circle-2,circle,동사,동그라미 치다,Circle the answer.,동작,,교실 동작,2,2
underline,underline,동사,밑줄을 긋다,Underline the word.,동작,,교실 동작,2,1
wake-up,wake up,숙어,잠에서 깨다,I wake up at seven.,일상생활,,아침,1,1
get-up,get up,숙어,일어나다,I get up at seven.,일상생활,,아침,1,1
wash-my-face,wash my face,숙어,세수하다,I wash my face in the morning.,일상생활,,아침,1,1
brush-my-teeth,brush my teeth,숙어,이를 닦다,I brush my teeth after meals.,일상생활,,아침,1,1
take-a-shower,take a shower,숙어,샤워하다,I take a shower every day.,일상생활,,아침,1,1
get-dressed,get dressed,숙어,옷을 입다,I get dressed for school.,일상생활,,아침,2,1
eat-breakfast,eat breakfast,숙어,아침을 먹다,I eat breakfast at eight.,일상생활,,식사,1,1
eat-lunch,eat lunch,숙어,점심을 먹다,I eat lunch at school.,일상생활,,식사,1,1
eat-dinner,eat dinner,숙어,저녁을 먹다,We eat dinner together.,일상생활,,식사,1,1
go-to-school,go to school,숙어,학교에 가다,I go to school by bus.,일상생활,,하루 일과,1,1
come-home,come home,숙어,집에 오다,I come home at four.,일상생활,,하루 일과,1,1
do-homework,do homework,숙어,숙제를 하다,I do homework after school.,일상생활,,하루 일과,1,1
watch-tv,watch TV,숙어,TV를 보다,I watch TV after dinner.,일상생활,,저녁,1,1
read-a-book,read a book,숙어,책을 읽다,I read a book before bed.,일상생활,,저녁,1,1
take-a-bath,take a bath,숙어,목욕하다,I take a bath at night.,일상생활,,저녁,1,1
go-to-bed,go to bed,숙어,잠자리에 들다,I go to bed at nine.,일상생활,,저녁,1,1
open-your-book,open your book,표현,책을 펴세요,Open your book to page ten.,교실 영어,,수업 지시,1,1
close-your-book,close your book,표현,책을 덮으세요,"Close your book, please.",교실 영어,,수업 지시,1,1
raise-your-hand,raise your hand,표현,손을 드세요,"Raise your hand, please.",교실 영어,,수업 지시,1,1
sit-down,sit down,표현,앉으세요,"Sit down, please.",교실 영어,,수업 지시,1,1
stand-up,stand up,표현,일어서세요,"Stand up, please.",교실 영어,,수업 지시,1,1
be-quiet,be quiet,표현,조용히 하세요,"Be quiet, please.",교실 영어,,수업 지시,1,1
work-together,work together,표현,함께 활동하세요,Let us work together.,교실 영어,,수업 지시,2,1
make-a-group,make a group,표현,모둠을 만드세요,Make a group of four.,교실 영어,,수업 지시,2,1
take-turns,take turns,표현,차례를 지키다,"Take turns, please.",교실 영어,,수업 지시,2,1
try-again,try again,표현,다시 해 보세요,Try again!,교실 영어,,격려,1,1
good-job,good job,표현,잘했어요,Good job!,교실 영어,,격려,1,1
well-done,well done,표현,참 잘했어요,Well done!,교실 영어,,격려,1,1
are-you-ready,are you ready?,표현,준비됐나요?,Are you ready?,교실 영어,,수업 시작,1,1
let-s-start,let's start,표현,시작하자,Let's start the game.,교실 영어,,수업 시작,1,1
goodbye,goodbye,표현,안녕히 가세요,"Goodbye, see you!",인사/표현,,인사,1,1
thank-you,thank you,표현,고맙습니다,Thank you very much.,인사/표현,,예의,1,1
excuse-me,excuse me,표현,실례합니다,"Excuse me, where is the library?",인사/표현,,예의,1,1
you-re-welcome,you're welcome,표현,천만에요,You're welcome.,인사/표현,,예의,1,1
that-s-okay,that's okay,표현,괜찮아요,That's okay.,인사/표현,,예의,1,1
maybe,maybe,표현,아마도,Maybe I can go.,인사/표현,,대답,2,1
really,really,표현,정말요?,Really?,인사/표현,,대답,2,1
of-course,of course,표현,물론이죠,Of course you can.,인사/표현,,대답,2,1
wow,wow,표현,와!,"Wow, it is big!",인사/표현,,감탄,1,1
i-think,I think,표현,내 생각에는,I think it is good.,인사/표현,,의견,2,1
i-know,I know,표현,알아요,I know the answer.,인사/표현,,의견,1,1
i-don-t-know,I don't know,표현,모르겠어요,I don't know.,인사/표현,,의견,1,1
i-agree,I agree,표현,동의해요,I agree with you.,인사/표현,,의견,3,1
i-don-t-agree,I don't agree,표현,동의하지 않아요,I don't agree.,인사/표현,,의견,3,1
me-too,me too,표현,나도요,Me too!,인사/표현,,의견,1,1
not-me,not me,표현,난 아니에요,Not me!,인사/표현,,의견,2,1
let-s-go,let's go,표현,가자,Let's go to the park.,인사/표현,,제안,1,1
come-on,come on,표현,"어서, 힘내","Come on, let us play.",인사/표현,,제안,2,1
